,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,common flares,moderate flares,severe flares,sum of flares,target
772,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
773,0.0,5.0,2.0,2,2,1,2,2,1,1,2,0,0,2,1
774,1.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
775,1.0,0.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
776,0.0,5.0,2.0,2,2,1,1,2,1,1,0,0,0,0,0
777,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
778,5.0,3.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
779,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
780,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
781,1.0,4.0,2.0,2,2,1,1,2,1,1,0,0,0,0,0
782,5.0,0.0,3.0,1,2,1,2,2,1,1,0,0,0,0,0
783,0.0,5.0,2.0,1,1,1,1,2,1,1,0,0,0,0,0
784,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
785,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
786,5.0,3.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
787,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
788,5.0,0.0,3.0,1,2,1,2,2,1,1,0,0,0,0,0
789,5.0,1.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
790,0.0,5.0,2.0,1,1,1,1,2,1,1,0,0,0,0,0
791,5.0,3.0,3.0,1,1,1,1,2,1,1,0,0,0,0,0
792,5.0,4.0,3.0,1,2,1,1,2,1,1,1,0,0,1,1
793,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
794,5.0,0.0,3.0,1,3,1,2,2,1,1,0,0,0,0,0
795,5.0,1.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
796,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
797,5.0,4.0,3.0,1,2,1,1,2,1,1,1,0,0,1,1
798,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
799,0.0,5.0,2.0,1,1,1,2,2,1,1,0,0,0,0,0
800,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
801,1.0,4.0,2.0,2,2,1,1,2,1,1,0,0,0,0,0
802,0.0,5.0,2.0,1,3,1,1,2,1,1,1,0,0,1,1
803,1.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
804,0.0,5.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
805,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
806,1.0,4.0,2.0,2,3,1,1,2,1,1,0,0,0,0,0
807,0.0,5.0,2.0,2,3,1,1,2,1,1,0,0,0,0,0
808,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
809,0.0,5.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
810,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
811,5.0,0.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
812,5.0,0.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
813,5.0,0.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
814,5.0,0.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
815,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
816,2.0,0.0,1.0,1,3,1,2,2,1,1,2,0,0,2,1
817,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
818,2.0,3.0,2.0,1,2,1,1,2,1,1,1,0,0,1,1
819,2.0,0.0,1.0,1,3,1,1,2,1,1,0,1,0,1,1
820,1.0,0.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
821,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
822,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
823,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
824,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
825,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
826,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
827,2.0,0.0,1.0,1,3,1,2,2,1,1,3,0,0,3,1
828,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
829,2.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
830,2.0,0.0,1.0,1,3,1,2,2,1,1,0,1,0,1,1
831,1.0,0.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
832,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
833,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
834,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
835,5.0,4.0,3.0,1,3,1,1,1,1,1,2,0,0,2,1
836,2.0,1.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
837,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
838,1.0,3.0,2.0,2,2,1,1,2,1,1,0,0,0,0,0
839,2.0,4.0,2.0,2,2,2,2,2,1,1,1,1,0,2,1
840,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
841,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
842,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
843,1.0,4.0,2.0,1,3,1,1,2,1,1,3,0,0,3,1
844,4.0,0.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
845,3.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
846,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
847,2.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
848,1.0,4.0,2.0,2,2,3,2,2,1,1,0,0,0,0,0
849,5.0,4.0,3.0,1,1,1,1,2,1,1,0,0,0,0,0
850,2.0,4.0,2.0,1,1,1,1,2,1,1,0,0,0,0,0
851,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
852,2.0,0.0,1.0,2,3,1,1,2,1,1,3,0,0,3,1
853,1.0,0.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
854,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
855,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
856,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
857,5.0,4.0,3.0,1,1,2,2,2,1,1,0,0,0,0,0
858,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
859,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
860,2.0,2.0,1.0,2,3,1,2,2,1,1,2,0,0,2,1
861,3.0,0.0,1.0,1,3,1,2,2,1,1,3,0,0,3,1
862,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
863,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
864,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
865,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
866,5.0,4.0,3.0,1,3,1,2,2,1,1,0,0,0,0,0
867,1.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
868,1.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
869,2.0,2.0,1.0,2,3,1,2,2,1,1,0,0,0,0,0
870,3.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
871,5.0,4.0,3.0,1,3,1,2,1,1,1,0,0,0,0,0
872,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
873,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
874,0.0,5.0,2.0,1,2,1,1,2,1,1,1,0,0,1,1
875,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
876,5.0,3.0,3.0,1,1,1,1,2,1,1,0,0,0,0,0
877,5.0,4.0,3.0,1,2,1,2,2,1,1,0,0,0,0,0
878,5.0,4.0,3.0,1,1,1,1,2,1,1,0,0,0,0,0
879,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
880,2.0,0.0,1.0,2,2,1,2,2,1,1,1,0,0,1,1
881,2.0,4.0,1.0,2,3,1,2,2,1,1,0,0,0,0,0
882,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
883,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
884,2.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
885,2.0,4.0,2.0,1,3,1,1,2,1,1,2,2,0,4,1
886,5.0,4.0,3.0,1,2,1,2,2,1,1,0,0,0,0,0
887,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
888,5.0,4.0,3.0,1,1,1,1,2,1,1,0,0,0,0,0
889,2.0,4.0,2.0,1,2,1,2,2,1,1,3,0,0,3,1
890,2.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
891,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
892,2.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
893,3.0,4.0,2.0,2,3,3,1,2,1,1,0,0,0,0,0
894,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
895,5.0,4.0,3.0,1,3,1,2,2,1,1,0,0,0,0,0
896,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
897,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
898,2.0,2.0,1.0,2,2,1,2,2,1,1,3,0,0,3,1
899,1.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
900,5.0,4.0,3.0,1,3,1,2,1,1,1,0,0,0,0,0
901,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
902,2.0,0.0,1.0,1,3,1,1,2,1,1,1,0,0,1,1
903,1.0,4.0,2.0,2,2,2,1,2,1,1,0,0,0,0,0
904,2.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
905,5.0,4.0,3.0,1,2,1,2,2,1,1,0,0,0,0,0
906,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
907,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
908,2.0,2.0,1.0,2,2,1,2,2,1,1,0,0,0,0,0
909,1.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
910,5.0,4.0,3.0,1,3,1,2,1,1,1,0,0,0,0,0
911,0.0,5.0,2.0,1,1,1,1,2,1,1,0,0,0,0,0
912,2.0,0.0,1.0,1,3,1,2,2,1,1,0,0,0,0,0
913,1.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
914,2.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
915,5.0,4.0,3.0,1,2,1,2,2,1,1,0,0,0,0,0
916,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
917,3.0,0.0,2.0,1,2,1,2,2,1,1,0,1,0,1,1
918,1.0,4.0,2.0,1,1,1,2,2,1,1,0,0,0,0,0
919,5.0,4.0,3.0,1,3,1,2,1,1,1,0,0,0,0,0
920,5.0,3.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
921,3.0,0.0,0.0,2,2,1,2,2,1,1,0,0,0,0,0
922,2.0,0.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
923,2.0,0.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
924,3.0,4.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
925,2.0,4.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
926,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
927,1.0,0.0,2.0,2,2,3,2,2,1,1,0,0,0,0,0
928,1.0,4.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
929,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
930,5.0,3.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
931,3.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
932,2.0,2.0,1.0,1,3,1,2,2,1,1,1,0,0,1,1
933,2.0,0.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
934,3.0,2.0,1.0,1,3,1,2,2,2,1,0,0,0,0,0
935,2.0,2.0,1.0,1,3,1,2,2,1,1,0,0,0,0,0
936,5.0,3.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
937,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
938,1.0,0.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
939,1.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
940,5.0,4.0,3.0,1,3,1,2,1,1,1,0,0,0,0,0
941,2.0,2.0,1.0,2,2,1,2,2,1,1,0,0,0,0,0
942,0.0,5.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
943,3.0,2.0,1.0,1,2,1,2,2,1,1,1,0,0,1,1
944,2.0,2.0,1.0,1,3,1,2,2,1,1,1,0,0,1,1
945,5.0,3.0,3.0,1,3,1,1,2,1,1,1,0,0,1,1
946,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
947,5.0,4.0,3.0,1,1,1,2,2,1,1,0,0,0,0,0
948,5.0,4.0,3.0,1,3,1,2,1,1,1,0,0,0,0,0
949,2.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
950,4.0,2.0,0.0,1,2,1,2,2,2,1,0,1,1,2,1
951,3.0,2.0,0.0,2,3,1,2,2,2,1,0,0,0,0,0
952,2.0,0.0,1.0,1,3,1,1,2,1,1,0,2,0,2,1
953,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
954,5.0,3.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
955,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
956,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
957,2.0,0.0,1.0,1,2,1,2,2,1,1,1,0,0,1,1
958,3.0,2.0,0.0,2,2,3,2,2,2,1,0,0,0,0,0
959,4.0,2.0,0.0,1,3,1,2,2,2,1,0,0,0,0,0
960,2.0,2.0,0.0,2,3,1,2,2,2,1,1,3,2,6,1
961,1.0,4.0,1.0,1,2,1,1,2,1,1,0,0,0,0,0
962,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
963,2.0,0.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
964,2.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
965,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
966,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
967,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
968,2.0,4.0,2.0,1,1,1,2,2,1,1,0,0,0,0,0
969,3.0,2.0,0.0,2,3,3,2,2,2,1,1,0,1,2,1
970,4.0,2.0,1.0,1,2,1,2,2,2,1,0,0,0,0,0
971,3.0,2.0,0.0,2,3,3,2,2,2,1,0,5,1,6,1
972,1.0,3.0,1.0,1,2,1,1,2,1,1,0,0,0,0,0
973,0.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
974,2.0,0.0,2.0,1,3,1,2,2,1,1,1,0,0,1,1
975,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
976,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
977,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
978,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
979,5.0,4.0,3.0,2,2,1,2,2,1,1,0,0,0,0,0
980,3.0,2.0,0.0,2,2,3,2,2,2,1,2,2,0,4,1
981,3.0,2.0,1.0,1,3,1,2,2,2,1,1,0,0,1,1
982,3.0,2.0,0.0,2,2,3,2,2,2,1,0,0,0,0,0
983,0.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
984,3.0,0.0,1.0,1,3,1,2,2,1,1,0,0,0,0,0
985,2.0,3.0,1.0,1,3,1,1,2,1,1,0,0,0,0,0
986,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
987,1.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
988,5.0,4.0,3.0,1,3,1,2,2,1,1,0,0,0,0,0
989,3.0,2.0,0.0,2,2,2,2,2,2,1,4,0,0,4,1
990,3.0,0.0,1.0,1,2,1,2,2,1,1,3,0,0,3,1
991,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
992,3.0,0.0,2.0,2,2,1,2,2,1,1,0,0,0,0,0
993,2.0,3.0,1.0,1,3,1,2,2,1,1,0,0,0,0,0
994,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
995,5.0,3.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
996,2.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
997,5.0,3.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
998,3.0,2.0,0.0,2,2,2,2,2,2,1,0,0,0,0,0
999,4.0,4.0,1.0,2,2,1,2,2,1,1,2,0,0,2,1
1000,2.0,4.0,1.0,1,3,1,1,2,1,1,1,0,0,1,1
1001,5.0,4.0,3.0,1,3,1,1,2,1,1,0,0,0,0,0
1002,2.0,4.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
1003,2.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
1004,5.0,0.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
1005,2.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
1006,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
1007,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1008,5.0,4.0,3.0,1,2,1,2,1,1,1,0,0,0,0,0
1009,3.0,2.0,0.0,2,3,1,2,2,2,1,2,1,0,3,1
1010,4.0,0.0,1.0,2,2,1,2,2,1,1,0,0,0,0,0
1011,1.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
1012,2.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
1013,5.0,0.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
1014,0.0,5.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1015,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
1016,2.0,0.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1017,2.0,1.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
1018,2.0,4.0,2.0,1,3,1,1,2,1,1,2,1,0,3,1
1019,3.0,2.0,0.0,2,2,1,2,2,1,1,0,0,0,0,0
1020,4.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
1021,1.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
1022,2.0,0.0,1.0,1,1,1,2,2,1,1,1,1,0,2,1
1023,5.0,0.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
1024,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
1025,2.0,0.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
1026,2.0,1.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
1027,2.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1028,5.0,4.0,3.0,1,1,1,2,2,1,1,0,0,0,0,0
1029,4.0,4.0,1.0,1,3,1,2,2,1,1,0,0,0,0,0
1030,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
1031,0.0,5.0,1.0,1,2,1,1,2,1,1,0,0,0,0,0
1032,2.0,1.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
1033,2.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1034,2.0,0.0,1.0,2,3,2,1,2,1,1,0,0,0,0,0
1035,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
1036,1.0,3.0,2.0,1,3,1,1,2,1,1,1,0,0,1,1
1037,1.0,3.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
1038,2.0,1.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
1039,1.0,4.0,2.0,1,2,1,1,2,1,1,0,0,0,0,0
1040,3.0,0.0,1.0,1,2,1,2,2,1,1,0,0,0,0,0
1041,5.0,4.0,3.0,1,2,1,1,1,1,1,1,0,0,1,1
1042,1.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1043,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
1044,2.0,4.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
1045,0.0,5.0,2.0,1,1,1,1,2,1,1,0,0,0,0,0
1046,3.0,0.0,2.0,1,2,1,2,2,1,1,4,1,0,5,1
1047,5.0,4.0,3.0,1,3,1,1,1,1,1,1,0,0,1,1
1048,5.0,4.0,3.0,1,3,1,1,1,1,1,0,0,0,0,0
1049,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
1050,5.0,4.0,3.0,1,2,1,1,2,1,1,1,0,0,1,1
1051,2.0,1.0,2.0,1,3,1,2,2,1,1,0,0,0,0,0
1052,3.0,0.0,1.0,2,2,1,2,2,1,1,0,0,0,0,0
1053,2.0,4.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1054,5.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0
1055,5.0,4.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
1056,5.0,4.0,3.0,1,2,1,1,2,1,1,1,0,0,1,1
1057,2.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
1058,5.0,4.0,3.0,1,2,2,2,2,1,1,0,0,0,0,0
1059,5.0,4.0,3.0,2,2,1,1,2,1,1,0,0,0,0,0
1060,2.0,3.0,2.0,1,3,1,1,2,1,1,0,0,0,0,0
1061,5.0,4.0,3.0,1,2,1,1,1,1,1,0,0,0,0,0
1062,5.0,4.0,3.0,2,2,1,1,2,1,1,0,0,0,0,0
1063,1.0,4.0,2.0,1,2,1,2,2,1,1,0,0,0,0,0
1064,5.0,3.0,3.0,1,2,1,1,2,1,1,0,0,0,0,0
1065,0.0,5.0,2.0,1,1,1,1,2,1,1,0,0,0,0,0
